Group,Call_Direction,Missed Calls,GroupID,UserID,Features, vpDialingfacResult,UsageDeviceType,UserDeviceType,date,starttime,endtime,duration,hourly_range,weekly_range
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 07:51:27,2019-06-20 07:51:29,0.0,07:00 - 07:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 07:53:07,2019-06-20 08:49:36,56.0,07:00 - 07:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634258@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 07:53:07,2019-06-20 08:49:36,56.0,07:00 - 07:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 08:57:01,2019-06-20 08:57:21,0.0,08:00 - 08:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 08:57:19,2019-06-20 08:57:21,0.0,08:00 - 08:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Call Forward No Answer,,,,2019-06-20,2019-06-20 08:57:19,2019-06-20 08:57:21,0.0,08:00 - 08:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634258@voip.evolveip.net,,,,,2019-06-20,2019-06-20 08:57:01,2019-06-20 08:57:21,0.0,08:00 - 08:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 08:57:26,2019-06-20 09:00:56,3.0,08:00 - 08:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 08:57:26,2019-06-20 09:00:56,3.0,08:00 - 08:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 09:05:24,2019-06-20 10:09:20,63.0,09:00 - 09:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 09:05:24,2019-06-20 10:09:20,63.0,09:00 - 09:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6109648000.7712@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f1b9e0c,2019-06-20,2019-06-20 10:09:04,2019-06-20 10:09:24,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634258@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:09:04,2019-06-20 10:09:24,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:09:22,2019-06-20 10:09:24,0.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Call Forward No Answer,,,,2019-06-20,2019-06-20 10:09:22,2019-06-20 10:09:24,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6109648000.7712@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f1b9e0c,2019-06-20,2019-06-20 10:09:28,2019-06-20 10:09:43,0.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 10:09:28,2019-06-20 10:09:43,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634260@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 10:09:46,2019-06-20 10:13:06,3.0,10:00 - 10:59,Thursday
16102300832,Outgoing,16,gr-6102300832,6102632942@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 10:09:26,2019-06-20 10:13:09,3.0,10:00 - 10:59,Thursday
16109648000,Outgoing,1,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 10:13:14,2019-06-20 10:13:16,0.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,,,,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 10:13:18,2019-06-20 10:13:33,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634259@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:13:18,2019-06-20 10:13:33,0.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,,,,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 10:13:34,2019-06-20 10:13:50,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634261@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:13:34,2019-06-20 10:13:50,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6109648000.7712@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f1b9e0c,2019-06-20,2019-06-20 10:09:58,2019-06-20 10:29:27,19.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 10:09:58,2019-06-20 10:29:27,19.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:29:55,2019-06-20 10:30:37,0.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:30:13,2019-06-20 10:30:37,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,2152974136@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:31:55,2019-06-20 10:32:13,0.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 10:39:59,2019-06-20 10:41:07,1.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634261@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ef2,2019-06-20,2019-06-20 10:39:59,2019-06-20 10:41:07,1.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,rmcmaster@eip.local,Primary Device,,Primary Device,Polycom/5.4.4.2473 PolycomVVX-VVX_400-UA/5.4.4.2473_0004f2855e20,2019-06-20,2019-06-20 10:36:57,2019-06-20 10:42:49,5.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:30:59,2019-06-20 10:42:49,11.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:30:42,2019-06-20 10:42:49,12.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:45:57,2019-06-20 10:46:20,0.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102302830@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_400-UA/5.0.0.6874_0004f267417b,2019-06-20,2019-06-20 10:47:12,2019-06-20 10:54:51,7.0,10:00 - 10:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:46:13,2019-06-20 10:54:51,8.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 10:46:26,2019-06-20 10:54:51,8.0,10:00 - 10:59,Thursday
16109648000,Outgoing,16,gr-0001005437,rfox@eip.local,,,,PolycomSoundPointIP-SPIP_450-UA/4.0.2.11532_0004f23af866,2019-06-20,2019-06-20 11:14:40,2019-06-20 11:14:55,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634260@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:14:40,2019-06-20 11:14:55,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 11:19:59,2019-06-20 11:20:20,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,rfox@eip.local,,,,,2019-06-20,2019-06-20 11:19:59,2019-06-20 11:20:20,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:20:17,2019-06-20 11:20:20,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,rfox@eip.local,Call Forward No Answer,,,,2019-06-20,2019-06-20 11:20:17,2019-06-20 11:20:20,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 11:21:43,2019-06-20 11:22:03,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:22:01,2019-06-20 11:22:03,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Call Forward No Answer,,,,2019-06-20,2019-06-20 11:22:01,2019-06-20 11:22:03,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634258@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:21:43,2019-06-20 11:22:03,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,rfox@eip.local,Primary Device,,Primary Device,PolycomSoundPointIP-SPIP_450-UA/4.0.2.11532_0004f23af866,2019-06-20,2019-06-20 11:15:01,2019-06-20 11:24:30,9.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634261@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ef2,2019-06-20,2019-06-20 11:15:01,2019-06-20 11:24:30,9.0,11:00 - 11:59,Thursday
18474633600,Incoming,16,gr-0001007899-2,6308696100@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:26:56,2019-06-20 11:27:23,0.0,11:00 - 11:59,Thursday
18474633600,Incoming,16,gr-0001007899-2,264699432_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:27:15,2019-06-20 11:27:23,0.0,11:00 - 11:59,Thursday
18474633600,Outgoing,16,gr-0001007899-2,6308696100@voip.evolveip.net,Call Forward No Answer,,,,2019-06-20,2019-06-20 11:27:15,2019-06-20 11:27:23,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:10:28,2019-06-20 11:27:24,16.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:10:45,2019-06-20 11:27:24,16.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102302837@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_400-UA/5.7.1.2205_64167fa9cb76,2019-06-20,2019-06-20 11:11:27,2019-06-20 11:27:24,15.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,spumo@eip.local,,,,,2019-06-20,2019-06-20 11:28:13,2019-06-20 11:29:49,1.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:28:49,2019-06-20 11:29:49,1.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,spumo@eip.local,Call Forward No Answer,,,,2019-06-20,2019-06-20 11:28:49,2019-06-20 11:29:49,1.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-2@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,bdonofrio@eip.local,,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-2@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-2@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-2@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102320464@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,Darrell.Hutchko@eip.local,,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102300798@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:45:01,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102302830@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_400-UA/5.0.0.6874_0004f267417b,2019-06-20,2019-06-20 11:39:52,2019-06-20 11:46:58,7.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 11:27:39,2019-06-20 11:47:19,19.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 11:27:39,2019-06-20 11:47:19,19.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 11:47:22,2019-06-20 11:47:24,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:47:22,2019-06-20 11:47:24,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,brosas@eip.local,,,,,2019-06-20,2019-06-20 11:47:22,2019-06-20 11:47:24,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,brosas@eip.local,,,,,2019-06-20,2019-06-20 11:47:22,2019-06-20 11:47:24,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,atraore@eip.local,Primary Device,,Primary Device,PolycomVVX-VVX_400-UA/5.4.7.1696_0004f2667bc3,2019-06-20,2019-06-20 11:50:59,2019-06-20 11:51:01,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,cc-0001005437-PL@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:53:58,2019-06-20 11:54:00,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,cc-0001005437-PL@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:53:58,2019-06-20 11:54:00,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:54:26,2019-06-20 11:54:35,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,cc-0001005437-PL@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:54:54,2019-06-20 11:55:29,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,cc-0001005437-PL@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:54:54,2019-06-20 11:55:29,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102632982@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_500-UA/5.4.7.1696_0004f263c1c7,2019-06-20,2019-06-20 11:56:10,2019-06-20 11:56:18,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,egordon@eip.local,,,,,2019-06-20,2019-06-20 11:54:16,2019-06-20 11:56:25,2.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,egordon@eip.local,Simultaneous Ring Personal,,,,2019-06-20,2019-06-20 11:54:16,2019-06-20 11:56:25,2.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102632982@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_500-UA/5.4.7.1696_0004f263c1c7,2019-06-20,2019-06-20 11:56:22,2019-06-20 11:56:39,0.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634258@voip.evolveip.net,,,,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 11:56:27,2019-06-20 11:57:02,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634260@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:56:27,2019-06-20 11:57:02,0.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,hg-0001005437-2@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:57:21,12.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-2@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:57:21,12.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,pwik@eip.local,Primary Device,,Primary Device,Yealink SIP-T48G 35.73.193.6,2019-06-20,2019-06-20 11:44:56,2019-06-20 11:57:21,12.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102632982@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_500-UA/5.4.7.1696_0004f263c1c7,2019-06-20,2019-06-20 12:00:14,2019-06-20 12:00:33,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,cc-0001005437-PL@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:55:33,2019-06-20 12:00:38,5.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,cc-0001005437-PL@voip.evolveip.net,,,,,2019-06-20,2019-06-20 11:55:33,2019-06-20 12:00:38,5.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102302819@voip.evolveip.net,Primary Device,,Primary Device,Polycom/5.4.4.4727 PolycomVVX-VVX_400-UA/5.4.4.4727_0004f2672890,2019-06-20,2019-06-20 11:55:47,2019-06-20 12:00:38,4.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102632982@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_500-UA/5.4.7.1696_0004f263c1c7,2019-06-20,2019-06-20 12:00:36,2019-06-20 12:00:45,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,rfox@eip.local,Primary Device,,Primary Device,PolycomSoundPointIP-SPIP_450-UA/4.0.2.11532_0004f23af866,2019-06-20,2019-06-20 11:47:42,2019-06-20 12:02:05,14.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 11:47:42,2019-06-20 12:02:05,14.0,11:00 - 11:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,,,,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 12:02:08,2019-06-20 12:02:09,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634259@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:02:08,2019-06-20 12:02:09,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:03:31,2019-06-20 12:03:44,0.0,12:00 - 12:59,Thursday
